регион;произведено;всего;добыча полезных ископаемых;сельское хоз-во;строительство;транспортировка;эк деятельность;городское и сельское население;потери;год
Республика Хакасия;27677.5;16122.8;14286.1;45851;45735;295.4;228.9;685.1;524.1;2019
Республика Хакасия;30087.7;16468.5;14547.6;38;45678;298.1;264.6;728.6;492.5;2020
Республика Хакасия;32611.6;16694.5;14568.5;37.8;45686;322.2;255.7;834.6;535.1;2021
Республика Хакасия;19252.2;16786;14580.1;37.4;34.9;327.8;255.4;954;450.6;2022
Республика Хакасия;25689.6;17101.8;14718.7;37.6;35;328.6;260.2;1095.5;467.5;2023
Российская Федерация;953083.4;940702.7;497435.4;16908.4;9526.5;83171.3;112117;108923.8;112620.3;2005
Российская Федерация;995793.9;979982.6;534073.2;16769.3;10478.1;85876.4;112669.7;112526.8;107589.1;2006
Российская Федерация;1015333;1002535;558220.7;16180.4;11470.3;86645.8;109233;115929.5;104855.1;2007
Российская Федерация;1040379;1022746;570019;15524.1;12050.4;86731.6;112048;117134;109240;2008
Российская Федерация;991979.5;977122.4;533235.5;14830.1;10638.7;84022.5;112312.9;121123.7;100959;2009
Российская Федерация;1038029.5;1020632.5;554358;15885;10658.7;88447.5;119255.7;127094.5;104933.1;2010
Российская Федерация;1054809.9;1041122.1;567909.3;15525.1;11810.9;90354.9;119630.5;130889.3;105002.1;2011
Российская Федерация;1069292.4;1063319.5;573969.2;15278.2;12237.1;91067.6;98475.3999999999;137126.6;106667.4;2012
Российская Федерация;1059092.2;1054822.6;564987.2;15286.5;12293.6;90378.4;98632.7;140971.1;102207.6;2013
Российская Федерация;1064207.3;1064956.1;561137.1;15947.4;12782.4;90314.5;98144.1;146182.6;106930.5;2014
Российская Федерация;1064207.3;1064956.1;561137.1;15947.4;12782.4;90314.5;98144.1;146182.6;106930.5;2015
Российская Федерация;1091132.9;1077948.4;565643.7;17161.9;12627.7;88595.5;98232.3;153948.9;107246.8;2016
Российская Федерация;1094288;1089104.7;580218.4;18171.1;12711.1;86661.7;91382.1;155669;105260.9;2017
Российская Федерация;1094288;1089104.7;580218.4;18171.1;12711.1;86661.7;91382.1;155669;105260.9;2018
Российская Федерация;1121492.4;1110050.3;589011.6;19708.5;12280.8;89779.4;101241.4;160877.8;99077.2;2019
Российская Федерация;1089667.7;1085045.1;575901.9;19739.9;11798;85211.1;96887.3;163424.1;95571.6;2020
Российская Федерация;1159416.5;1135352.9;594213.6;21381.1;12593.1;90235.6;104577.2;175768.4;97829.3;2021
Российская Федерация;1169784.6;1153595;595487.5;22998.9;13182.8;94076.6;106829.8;180965;98505.9;2022
Российская Федерация;1180999.6;1172288.3;609962.5;23887;13152.6;95255.8;107380.3;183969.2;97456.4;2023
Ростовская область;19269;14311.3;5278.6;380.7;96.8;1257.4;2318.5;2532.7;2446.6;2005
Ростовская область;20197.7;14956.4;5553.1;387.3;113.4;1319.7;2349.8;2771.5;2461.6;2006
Ростовская область;19894.8;15671.9;6126.8;370.8;119.1;1393.8;2400.1;2847;2414.3;2007
Ростовская область;22104.2;16243.1;6213.2;354.2;123.4;1352.6;2730.2;2923.4;2546.1;2008
Ростовская область;20383.8;15435.2;5603.5;336.5;120.2;1346.8;2666;2939.5;2422.7;2009
Ростовская область;25806.3;16708.1;6392;342.3;94.2;1317.5;3121.7;3000.1;2440.3;2010
Ростовская область;29288.5;17320.5;6639.6;349.1;100.1;1351.1;3362.6;2958.2;2559.8;2011
Ростовская область;27837.3;17582;6614.9;341.9;109;1345.8;2916.1;3008.4;2620.8;2012
Ростовская область;29341.7;17337.3;6448.8;334.1;112.2;1350.1;2648.3;3122.9;2546.1;2013
Ростовская область;29016.9;17942.4;6603.1;340.8;113.6;1413.7;2779.9;3368.8;2616.9;2014
Ростовская область;29016.9;17942.4;6603.1;340.8;113.6;1413.7;2779.9;3368.8;2616.9;2015
Ростовская область;36260.4;18717.5;7073.2;355.7;133;1339.7;2634.7;3838.4;2627.7;2016
Ростовская область;37114.9;18762.9;7686;358.6;151.2;1251.2;1885.9;3900.3;2556.1;2017
Ростовская область;37114.9;18762.9;7686;358.6;151.2;1251.2;1885.9;3900.3;2556.1;2018
Ростовская область;44562.4;19324.1;8180.5;285.8;179.5;1345.6;2092.7;3969.2;2376.5;2019
Ростовская область;43033.1;18990;8262.8;277.7;142.8;1218.5;1714.7;4166.4;2255.8;2020
Ростовская область;44609.4;20190.7;8634.6;309.9;147;1341.6;1937.7;4430;2393.9;2021
Ростовская область;48702.9;20443.9;8725.5;454.9;137.7;1466.6;1917.8;4317.2;2422.6;2022
Ростовская область;47627.2;20583.8;8667.7;460.1;140.9;1516;1920.9;4466.9;2381;2023
Рязанская область;10605.1;5759.1;3002.4;190.1;101.1;691.2;499.800000000001;637.9;636.6;2005
Рязанская область;12193.2;6019.4;3180.6;173.6;96.3;752.6;642.799999999999;691.3;482.2;2006
Рязанская область;12621.8;5908;3135.8;162.1;87.1;754.2;656.7;671.9;440.2;2007
Рязанская область;13501;5661.8;3169.4;163.9;87.7;225.3;708.4;740.4;566.7;2008
Рязанская область;9751.4;5827;2805.3;171.4;55.2;696.3;795.8;756.7;546.3;2009
Рязанская область;10284.1;6157.7;3049.5;157.2;54;719.4;831.8;802.8;543;2010
Рязанская область;11528.6;6166.4;3051;152.6;60.4;746.2;832.3;800.4;523.5;2011
Рязанская область;10184;6294.7;3076.9;154.2;57.8;746.5;732.8;827.1;559.5;2012
Рязанская область;9692.8;6351.1;3121.3;146.6;61.6;675.8;849.8;847;507.8;2013
Рязанская область;8368.9;6522.2;3205.5;133.7;69.2;708.7;770;877.2;618.8;2014
Рязанская область;8368.9;6522.2;3205.5;133.7;69.2;708.7;770;877.2;618.8;2015
Рязанская область;6916.8;6489.6;3101.6;146.5;66.4;708.7;817.1;911.9;606.2;2016
Рязанская область;5446.8;6507.7;3192.1;119.4;73.9;646.3;739;990.5;562.5;2017
Рязанская область;5446.8;6507.7;3192.1;119.4;73.9;646.3;739;990.5;562.5;2018
Рязанская область;4231.8;6675.4;3009.7;129.8;69.7;678;924.1;1124.7;498.5;2019
Рязанская область;4268;6621.6;2907.6;143.7;57.2;610.3;1080.2;1101.8;474.4;2020
Рязанская область;6246;7208.2;2883.7;159;67.1;685.2;1532.9;1142.3;488.9;2021
Рязанская область;5974.4;7454.7;3029;175.7;74;666.6;1586;1173.4;488.4;2022
Рязанская область;7645;7621;3090.7;182.3;76.5;702.9;1666.5;1166.1;469.8;2023
Самарская область;25067.5;22930.1;12640.4;259.2;263.7;2377.1;1444.3;2947.3;2998.1;2005
Самарская область;24221;23015.9;12986.6;229.7;218.9;2092.3;2606;3189.2;1693.2;2006
Самарская область;25690.8;24712.2;13326.4;232.2;270.5;2397.9;3602.8;3060.1;1822.3;2007
Самарская область;25279.2;23298.1;13160.5;196.1;271.1;2267.9;2986.3;2681.6;1734.6;2008
Самарская область;23730.2;22185.9;11805.5;220.4;288.3;2141.3;3191;2792.9;1746.5;2009
Самарская область;21856.2;22949.2;12526.2;201.8;268.8;2105.2;3367.4;2764.7;1715.1;2010
Самарская область;21727.1;24556.9;13300.6;187.9;262.1;2235.5;3523.9;3174.5;1872.4;2011
Самарская область;22700.2;26389.7;13220;189.1;272.2;2371.9;2611.6;3651.5;1945.9;2012
Самарская область;25862.1;27017;13334.2;179.8;253.1;2398.6;2644;3656.2;1855.3;2013
Самарская область;24366.3;26825.8;12464.8;206.8;270.8;2347.5;2466.2;4571.9;2124.5;2014
Самарская область;24366.3;26825.8;12464.8;206.8;270.8;2347.5;2466.2;4571.9;2124.5;2015
Самарская область;21557.6;24804.8;10776.3;211.8;193.4;2332.7;2310.8;4707.5;2076.1;2016
Самарская область;22212.6;25393.3;11127.1;242.7;156;3060.8;1910.8;4760;2027.5;2017
Самарская область;22212.6;25393.3;11127.1;242.7;156;3060.8;1910.8;4760;2027.5;2018
Самарская область;22182;25666.9;11735.9;247.3;145.5;3181.8;2005.4;4747.4;1966.7;2019
Самарская область;23800.1;24889.4;11243.4;262.3;128.3;3172.8;1881.6;4832.2;1974.5;2020
Самарская область;20653.5;25782.1;11509.1;260.4;126.7;3569.5;2070.6;5013.9;2051.3;2021
Самарская область;20328.9;27022;11193.5;267.4;144.4;4203.6;2339.7;5475;2050.9;2022
Самарская область;20063;26936.8;11702.9;275.2;126.9;3993.3;2156.7;5456.5;1958.2;2023
Саратовская область;40407;12760.5;5663.2;273.3;75;2273.8;768.5;1654.6;2052.1;2005
Саратовская область;41448.6;12980.3;6004.5;308;65.4;2356.7;790.4;1731.4;1723.9;2006
Саратовская область;41626.9;14085.5;6173.9;311.4;64.4;3275.7;746.3;1779.6;1734.2;2007
Саратовская область;42847.5;13325.3;5055.2;210.8;75.4;3075.1;1406.2;2009.3;1493.3;2008
Саратовская область;42256.1;12618;4890;178.1;53.4;2221.5;1904.8;1877.7;1492.5;2009
Саратовская область;42051.2;12915.7;4966.8;243.7;59.4;2615.7;1755.9;1781.4;1492.8;2010
Саратовская область;42883.7;13733.9;5113.8;261.9;63;2814.9;1916.5;2088.3;1475.5;2011
Саратовская область;41919.7;13376.3;5091.2;255.3;102.5;2817.2;1158.2;2186.1;1478.2;2012
Саратовская область;44029;13545.1;5185;240;105.7;2801.3;1225.9;2382.7;1310.5;2013
Саратовская область;39540.1;13924.8;5291.4;244.4;112;2804.5;1315.1;2401.9;1457;2014
Саратовская область;39540.1;13924.8;5291.4;244.4;112;2804.5;1315.1;2401.9;1457;2015
Саратовская область;42821.3;13901.6;5504;261.8;94.7;2653.7;1220.4;2481.5;1412.9;2016
Саратовская область;42462.7;13995.3;5693.4;229.1;82.5;2389.5;1218.2;2647.9;1357.8;2017
Саратовская область;42462.7;13995.3;5693.4;229.1;82.5;2389.5;1218.2;2647.9;1357.8;2018
Саратовская область;39462.5;13015.6;5441.2;202.8;67.7;2085.3;1253.2;2298.4;1335.8;2019
Саратовская область;40987.6;12520.2;5366;204.9;68.6;1830.1;1089.3;2342.4;1303.8;2020
Саратовская область;42273.6;12735.5;5521;189.6;65.3;1793.5;1079.5;2476.5;1314.1;2021
Саратовская область;45198.4;12612;5594.3;178.6;64.3;1698.4;1014;2499.9;1273.2;2022
Саратовская область;43063.4;12909.6;5643.6;174.9;68.5;1863.9;970.9;2683.5;1200;2023
Сахалинская область;2721;2721;824.7;31.9;48;83.3;450;555.4;727.7;2005
Сахалинская область;2837.6;2837.6;876.1;41.6;60;97.9;489;616.9;656.1;2006
Сахалинская область;2851.9;2851.9;878.9;37.6;142.3;98.8;453.1;672.3;568.9;2007
Сахалинская область;2796.1;2796.1;847.3;40.5;105.4;95.6;641.3;583.9;482.1;2008
Сахалинская область;2756.8;2756.8;900.3;41.1;49.4;102.4;645.7;611.8;406.1;2009
Сахалинская область;4001.4;4001.4;2129.8;43.7;56;90.4;688.8;635;357.7;2010
Сахалинская область;3987.6;3987.6;2142.2;45.9;57.2;99;672.3;602.5;368.5;2011
Сахалинская область;3952.9;3952.9;2177;46.6;53.7;253.1;94.9;404.7;607.7;2011
Сахалинская область;4007.1;4007.1;2150.6;47.1;55.7;97.9;422.599999999999;617.7;353.4;2012
Сахалинская область;3952.9;3952.9;2177;46.6;53.7;94.9;404.7;607.7;315.2;2013
Сахалинская область;3936.3;3936.3;2184.7;57.1;72.4;81.6;386.6;615.2;311.1;2014
Сахалинская область;3936.3;3936.3;2184.7;57.1;72.4;81.6;386.6;615.2;311.1;2015
Сахалинская область;4613.6;4613.6;2604.2;66.9;85.6;96.5;480.8;672.6;347.2;2016
Сахалинская область;4406.6;4406.6;2348.1;78.7;94.8;53.4;639.9;699.7;359.8;2017
Сахалинская область;4406.6;4406.6;2348.1;78.7;94.8;53.4;639.9;699.7;359.8;2018
Сахалинская область;4652.4;4652.4;2413.5;124.8;102.8;56.3;705.4;748.6;368.3;2019
Сахалинская область;4814.1;4814.1;2483.4;151.6;88.4;57;733.9;784.7;377.7;2020
Сахалинская область;4622;4622;2493.5;117.8;76.8;50;522;874;354.5;2021
Сахалинская область;4681.9;4681.9;2449.3;116.7;76.6;50.8;588.4;892.1;374.6;2022
Сахалинская область;4790.7;4790.7;2457.9;136.3;73.5;52.4;666.2;913.6;353;2023
Свердловская область;46151.5;42980.5;28986.7;471.5;210.1;2582.9;3604.8;3887.3;3237.2;2005
Свердловская область;48772.7;44730;31502.4;439.6;351.4;2814.9;3460.3;3490.3;2671.1;2006
Свердловская область;47082.9;45422.9;32129.9;414.4;375;2854.9;3155;3525.7;2968;2007
Свердловская область;52558.2;49522.2;32098.2;470.8;985.7;3256.2;4500.6;4219.5;3991.2;2008
Свердловская область;49400.1;44676;26959.8;414.8;833.4;3226.4;4963.3;4320.3;3958;2009
Свердловская область;52366.8;50737;29990.6;394.7;1418.3;4501.9;5600.5;4720.2;4110.8;2010
Свердловская область;52221.5;51240.8;30721.9;391.7;1293.9;4490.7;5203.1;4561.4;4578.1;2011
Свердловская область;53755.7;52918.9;31604.5;385.1;1332.5;4559.5;4381.6;4637.6;5116.4;2012
Свердловская область;49284.2;48504.9;28928;337.6;1218;4361.3;3838.40000000001;4319.1;4636.9;2013
Свердловская область;46166.9;45623.4;26377.5;355.4;1096.6;4607.7;3466.60000000001;4453.5;4502.5;2014
Свердловская область;46166.9;45623.4;26377.5;355.4;1096.6;4607.7;3466.6;4453.5;4502.5;2015
Свердловская область;51271.8;45916.7;27014.1;402.6;1036.3;3329.9;3970.8;5034.9;4200.9;2016
Свердловская область;54718.3;48037.3;28810.6;406.8;941;3583.8;3872.5;5133.3;4179.4;2017
Свердловская область;54718.3;48037.3;28810.6;406.8;941;3583.8;3872.5;5133.3;4179.4;2018
Свердловская область;56511.3;48813.5;30479.4;438.1;916.3;3016.8;4238.9;5275.2;3289.3;2019
Свердловская область;56866;48649.4;30221.3;447.3;909.2;3058.7;4257.9;5354.1;3221;2020
Свердловская область;56900.4;49156.5;30173.6;449.5;906;3066;4447.5;5808.7;3123.8;2021
Свердловская область;57265;48194.3;28597.2;449.1;960.1;3098.2;4769.8;5977.7;3114.3;2022
Свердловская область;58079.1;48398.9;28652.8;450.7;987.2;3104;4899.8;5948.7;3120.7;2023
Северо-западный федеральный округ;95017.8;98586.8;50255.5;1354.3;1210.6;7252;16988.8;9410.6;12115;2005
Северо-западный федеральный округ;99603.4;102166.8;52959.8;1472.2;1156.4;6819.5;18988.1;10300.7;10470.1;2006
Северо-западный федеральный округ;103642;99403;54054.2;1417.6;1160.1;6445.8;17264.1;14280.3;9734.1;2007
Северо-западный федеральный округ;109437;100425;57349;1391.6;1184.7;5851.5;14425.4;10410.1;9812.6;2008
Северо-западный федеральный округ;105785.6;100087.7;51548.2;1183.7;1013.6;7432.7;15667.6;11941.2;11300.7;2009
Северо-западный федеральный округ;110727.5;105640.9;54028.4;1668;1097.1;8068.9;16317.8;12622.4;11838.3;2010
Северо-западный федеральный округ;115280.7;106669.5;54703;1516.6;1162.2;8544.7;16150.4;12595.1;11997.5;2011
Северо-западный федеральный округ;114362.7;109768.8;55500.3;1559.9;1229.4;8081.4;14852.6;12997.8;11845.7;2012
Северо-западный федеральный округ;111001.1;107811.1;52958.2;1463.7;1258.2;8826.7;14853.1;13326.6;11321.2;2013
Северо-западный федеральный округ;113966.4;109669.7;53532;1447.4;1292;8750.2;15983.7;13857.9;11410.1;2014
Северо-западный федеральный округ;113966.4;109669.7;53532;1447.4;1292;8750.2;15983.7;13857.9;11410.1;2015
Северо-западный федеральный округ;121617.9;111999.9;54872.9;1953.7;1593.7;9002;16113.3;15144;10480.3;2016
Северо-западный федеральный округ;120801.4;113888.7;55738.8;1979.1;1786.5;8673.2;16156.4;15471.8;10567;2017
Северо-западный федеральный округ;120801.4;113888.7;55738.8;1979.1;1786.5;8673.2;16156.4;15471.8;10567;2018
Северо-западный федеральный округ;126686.1;113781.7;57046.7;2162.6;1815.9;8936.9;15513.9;14794.6;9893.8;2019
